taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	IMG Submission ID	GOLD Analysis Project ID	GOLD Sequencing Project ID	GOLD Study ID	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Depth In Meters	Genome Size  * assembled	Gene Count  * assembled	Predicted Viruses
3300036248	*Microbiome	Permanent Draft	Enriched cells of cold seep sediment from various locations in Pacific Ocean	Enriched cells of cold seep sediment from Mound 12 at the coast of Costa Rica, Pacific Ocean - ANME aggregate JGI_Orphan.9063.BNCT.2.L3	DOE Joint Genome Institute  (JGI)	3300036248	Metagenome - Cell Enrichment	222674	Ga0402069	Gp0455223	Gs0144571	Environmental	Aquatic	Cold seeps	Marine	Sediment	960.000000	3183876	3294	
3300024157	*Microbiome	Permanent Draft	Sediment cell enrichment communities from methane seep in Santa Monica Basin, California, United States	Sediment cell enrichment communities from methane seep in Santa Monica Basin, California, United Staets - ANME aggregate JGI 7047.SedFree.SYBR.02.D11	DOE Joint Genome Institute  (JGI)	3300024157	Metagenome - Cell Enrichment	182641	Ga0255443	Gp0293582	Gs0133461	Environmental	Aquatic	Cold seeps	Marine	Sediment	860.000000	3733134	4190	
2835845341	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_E20 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835845341	Single Cell Analysis (screened)	219071	Ga0394630	Gp0124907	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	418918	519	
2835851749	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_I04 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835851749	Single Cell Analysis (screened)	219083	Ga0394623	Gp0124903	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	574730	714	
2835849132	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_G04 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835849132	Single Cell Analysis (screened)	219078	Ga0394550	Gp0124909	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	428662	558	
2835847242	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_F15 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835847242	Single Cell Analysis (screened)	219074	Ga0394548	Gp0124908	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	592588	749	
2835863327	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Euryarchaeota archaeon SCGC AC-312_N17 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835863327	Single Cell Analysis (screened)	219103	Ga0394572	Gp0124897	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	360372	356	
2835842445	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_E06 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835842445	Single Cell Analysis (screened)	219067	Ga0394544	Gp0124902	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	562607	695	
2835872559	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-337_F14v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835872559	Single Cell Analysis (screened)	219123	Ga0394600	Gp0151089	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	482727	605	
2987173778	Archaea	Permanent Draft	Methanoculleus sediminis S3Fa	Methanoculleus sediminis S3Fa		2987173778	Genome Analysis (Isolate)	288804	Ga0588425	Gp0111444	Gs0114438	Environmental	Aquatic	Volcanic	Marine	Unclassified	461.000000	2489717	2561	
2835843141	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_E07 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835843141	Single Cell Analysis (screened)	219068	Ga0394543	Gp0124905	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	320954	414	
2835867766	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Euryarchaeota archaeon SCGC AC-312_P18 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835867766	Single Cell Analysis (screened)	219114	Ga0394583	Gp0124899	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	204479	228	
8131340977	Archaea	Permanent Draft	Methanofollis sp. FWC-SCC2	Methanofollis fontis FWC-SCC2	National Chung Hsing University	8131340977	Genome Analysis (Isolate)	363202	Ga0673625	Gp0264955	Gs0132837	Environmental	Aquatic	Cold seeps	Marine	Sediment	1366.000000	2357249	2418	
8124888402	Archaea	Finished	Thermococcus thermotolerans 813A4 genome sequencing	Thermococcus thermotolerans 813A4	Shanghai Jiao Tong University	8124888402	Genome Analysis (Isolate)	360638	Ga0674404	Gp0828787	Gs0167610	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified	2739.830000	2070864	2373	
2835875561	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-337_L13v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835875561	Single Cell Analysis (screened)	219131	Ga0394672	Gp0153892	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	258754	339	
2835876970	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-337_M22v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835876970	Single Cell Analysis (screened)	219134	Ga0394608	Gp0153891	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	155563	202	
2993237328	Archaea	Finished	Complete genome of Methanoculleus submarinus DSM 15122	Methanoculleus submarinus DSM 15122	Genomics BioSci & Tech Co., Ltd..	2993237328	Genome Analysis (Isolate)	290201	Ga0591131	Gp0690456	Gs0160716	Environmental	Aquatic	Deep subsurface	Marine	Sediment	950.000000	2462514	2549	
8057292335	Archaea	Permanent Draft	Archaeoglobus neptunius SE56 genome sequencing	Archaeoglobus neptunius SE56	Institute of Bioengineering, Research Center of Biotechnology of RAS	8057292335	Genome Analysis (Isolate)	317328	Ga0616496	Gp0763691	Gs0164126	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified	3625.000000	2115826	2529	
8061961706	Archaea	Finished	Methanofervidicoccus sp. A16	Methanofervidicoccus sp. A16	Third Institute of Oceanography, State Oceanic Administration	8061961706	Genome Analysis (Isolate)	319607	Ga0486590	Gp0547106	Gs0152615	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified	2295.000000	1504113	1387	
2835864384	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_O02v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835864384	Single Cell Analysis (screened)	219107	Ga0394607	Gp0153893	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	134549	184	
2835870960	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-337_C08v3 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835870960	Single Cell Analysis (screened)	219120	Ga0394665	Gp0157096	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	505012	614	
2835877173	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-337_N04v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835877173	Single Cell Analysis (screened)	219135	Ga0394609	Gp0153890	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	155563	202	
2835863130	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_N11 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835863130	Single Cell Analysis (screened)	219102	Ga0394566	Gp0124904	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	150490	196	
2835847992	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Euryarchaeota archaeon SCGC AC-312_F18 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835847992	Single Cell Analysis (screened)	219075	Ga0394549	Gp0124900	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	369648	499	
2835836189	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_A11 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835836189	Single Cell Analysis (screened)	219055	Ga0394541	Gp0124901	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	613249	758	
2835867624	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Euryarchaeota archaeon SCGC AC-312_P17 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835867624	Single Cell Analysis (screened)	219113	Ga0394573	Gp0124898	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	134018	141	
8019464579	Archaea	Finished	Complete genome of Methanogenium sp. S4BF	Methanogenium sp. S4BF	Genomics BioSci & Tech Co., Ltd..	8019464579	Genome Analysis (Isolate)	300345	Ga0604389	Gp0612093	Gs0156563	Environmental	Aquatic	Mud volcano	Marine	Sediment	-461.000000	2513916	2497	
2982144988	Archaea	Permanent Draft	Methanocellaceae archaeon CWC-04	Methanocellaceae archaeon CWC-04	National Chung Hsing University	2982144988	Genome Analysis (Isolate)	285225	Ga0577326	Gp0256629	Gs0131986	Environmental	Aquatic	Sediment	Marine	Unclassified	1301.000000	3193629	3219	
2835855479	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_J09v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835855479	Single Cell Analysis (screened)	219088	Ga0394588	Gp0139204	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	1097451	1357	
2835859803	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_M21v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835859803	Single Cell Analysis (screened)	219097	Ga0394594	Gp0139205	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	531871	711	
2835844643	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_E17 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835844643	Single Cell Analysis (screened)	219070	Ga0394547	Gp0124906	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	543439	697	
2999239087	Archaea	Finished	Prometheoarchaeum syntrophicum MK-D1 genome sequencing	Prometheoarchaeum syntrophicum MK-D1	National Institute of Advanced Industrial Science and Technology (AIST)	2999239087	Genome Analysis (Isolate)	292279	Ga0443147	Gp0495194	Gs0148203	Environmental	Aquatic	Oceanic	Marine	Sediment	2533.000000	4427796	4086	
2835849691	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-312_G05 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835849691	Single Cell Analysis (screened)	219079	Ga0394571	Gp0124910	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	198386	270	
2739367967	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Pelagibacter bacterium JGI 01_K17_4000m (unscreened)	DOE Joint Genome Institute  (JGI)	2739367967	Single Cell Analysis (unscreened)	139992	Ga0192069	Gp0216017	Gs0128773	Environmental	Aquatic	Oceanic	Marine	Unclassified	4000.000000	1021062	1204	
8068218628	Bacteria	Permanent Draft	Whole-genome sequencing of Pseudonocardia spp. isolated from the deep Southern Ocean Genome sequencing	Pseudonocardia oceani KRD185	University of Strathclyde	8068218628	Genome Analysis (Isolate)	321257	Ga0585616	Gp0684627	Gs0160198	Environmental	Aquatic	Oceanic	Marine	Sediment	4060.000000	6821805	6921	
8068184074	Bacteria	Finished	Whole-genome sequencing of Pseudonocardia spp. isolated from the deep Southern Ocean Genome sequencing	Pseudonocardia abyssalis KRD168	University of Strathclyde	8068184074	Genome Analysis (Isolate)	321252	Ga0587650	Gp0684622	Gs0160198	Environmental	Aquatic	Oceanic	Marine	Sediment	4539.000000	6305989	6274	
2835864569	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Verrucomicrobia bacterium SCGC AC-312_O22 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835864569	Single Cell Analysis (screened)	219108	Ga0394556	Gp0124937	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	204065	199	
8126422795	Bacteria	Permanent Draft	Nocardioides oceani SOB77 genome sequencing	Nocardioides oceani SOB77	Third Institute of Oceanography	8126422795	Genome Analysis (Isolate)	360992	Ga0674857	Gp0829240	Gs0168040	Environmental	Aquatic	Oceanic	Marine	Sediment	5394.770000	4830703	5037	
8001594746	Bacteria	Permanent Draft	Persephonella atlantica MO1340 genome sequencing	Persephonella atlantica MO1340	French research institute for exploitation of the sea (IFREMER)	8001594746	Genome Analysis (Isolate)	294847	Ga0594350	Gp0703185	Gs0161304	Environmental	Aquatic	Hydrothermal vents	Marine	Black smokers	1700.000000	1892283	2053	
2835874606	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Verrucomicrobia bacterium SCGC AC-337_J20 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835874606	Single Cell Analysis (screened)	219128	Ga0394642	Gp0124940	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	403351	354	
8074039445	Bacteria	Finished	Abyssalbus ytuae MT3330 genome sequencing	Abyssalbus ytuae MT3330	Yantai University	8074039445	Genome Analysis (Isolate)	324977	Ga0574976	Gp0653325	Gs0158696	Environmental	Aquatic	Oceanic	Marine	Sediment	4448.000000	4365036	3790	
2970019330	Bacteria	Permanent Draft	Marine microbial communities from sinking particles in the North Pacific Subtropical Gyre, Pacific Ocean	Actinomarina sp. HD9-500m-PIT-SAG01	Massachusetts Institute of Technology	2970019330	Single Cell Analysis (unscreened)	273810	Ga0446033	Gp0497100	Gs0118609	Environmental	Aquatic	Oceanic	Marine	Sediment	500.000000	257233	313	
2835858450	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Alphaproteobacteria bacterium SCGC AC-312_M04 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835858450	Single Cell Analysis (screened)	219094	Ga0394535	Gp0124912	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	259799	262	
2835854632	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Chloroflexi bacterium SCGC AC-312_J06 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835854632	Single Cell Analysis (screened)	219087	Ga0394552	Gp0124945	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	804006	846	
8129739483	Bacteria	Finished	Colwelliaceae bacterium SQ149 genome sequencing	Colwelliaceae bacterium SQ149	Institute of Deep Sea Science and Engineering, Chinese Academy of Sciences	8129739483	Genome Analysis (Isolate)	361659	Ga0675578	Gp0829222	Gs0168022	Environmental	Aquatic	Sediment	Marine	Unclassified	1150.000000 to 1151.000000	4806223	4075	
2835876743	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deltaproteobacteria bacterium SCGC AC-337_M17v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835876743	Single Cell Analysis (screened)	219133	Ga0394593	Gp0139196	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	182699	226	
8068190353	Bacteria	Permanent Draft	Whole-genome sequencing of Pseudonocardia spp. isolated from the deep Southern Ocean Genome sequencing	Pseudonocardia abyssalis KRD169	University of Strathclyde	8068190353	Genome Analysis (Isolate)	321253	Ga0585620	Gp0684623	Gs0160198	Environmental	Aquatic	Oceanic	Marine	Sediment	4539.000000	5975043	6373	
2835866805	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deltaproteobacteria bacterium SCGC AC-312_P16 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835866805	Single Cell Analysis (screened)	219112	Ga0394538	Gp0124919	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	1021617	818	
2835856837	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Gammaproteobacteria bacterium SCGC AC-312_J11 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835856837	Single Cell Analysis (screened)	219089	Ga0394634	Gp0124933	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	465510	463	
2835848888	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Gammaproteobacteria bacterium SCGC AC-312_G03 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835848888	Single Cell Analysis (screened)	219077	Ga0394532	Gp0124936	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	220582	243	
2835836948	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Gammaproteobacteria bacterium SCGC AC-312_A16 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835836948	Single Cell Analysis (screened)	219056	Ga0394530	Gp0124930	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	251277	239	
2835853327	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deltaproteobacteria bacterium SCGC AC-312_I16 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835853327	Single Cell Analysis (screened)	219085	Ga0394551	Gp0124916	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	1094424	1097	
3001319794	Bacteria	Finished	Spongiibacter sp. CSC3.9	Spongiibacter sp. CSC3.9	Chinese Academy of Science, Institute of Oceanology	3001319794	Genome Analysis (Isolate)	292794	Ga0486643	Gp0546546	Gs0152306	Environmental	Aquatic	Cold seeps	Marine	Sediment	1100.000000	4078570	3758	
2835872174	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Chloroflexi bacterium SCGC AC-337_D02v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835872174	Single Cell Analysis (screened)	219122	Ga0394529	Gp0124145	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	364068	384	
2835858713	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deltaproteobacteria bacterium SCGC AC-312_M18 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835858713	Single Cell Analysis (screened)	219095	Ga0394616	Gp0124923	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	105149	124	
8068154245	Bacteria	Permanent Draft	Alcanivorax profundimaris ST75FaO-1	Alcanivorax profundimaris ST75FaO-1	The Third Institute of Oceanography, Key Laboratory of Marine Biogenetic Resources	8068154245	Genome Analysis (Isolate)	321246	Ga0489313	Gp0548662	Gs0153100	Environmental	Aquatic	Unclassified	Marine	Unclassified	3850.000000	4036193	3805	
2835857613	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Alphaproteobacteria bacterium SCGC AC-312_L08 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835857613	Single Cell Analysis (screened)	219092	Ga0394553	Gp0124915	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	486718	541	
2739367916	Bacteria	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre, Station ALOHA	Pelagibacter bacterium JGI 01_D16_4000m (unscreened)	DOE Joint Genome Institute  (JGI)	2739367916	Single Cell Analysis (unscreened)	139941	Ga0192045	Gp0215985	Gs0128773	Environmental	Aquatic	Oceanic	Marine	Unclassified	4000.000000	779136	889	
2835868251	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Verrucomicrobia bacterium SCGC AC-337_A14 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835868251	Single Cell Analysis (screened)	219116	Ga0394617	Gp0124939	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	231797	202	
3002790264	Bacteria	Permanent Draft	Whole-genome sequencing of Pseudonocardia spp. isolated from the deep Southern Ocean Genome sequencing	Pseudonocardia sp. KRD291	University of Strathclyde	3002790264	Genome Analysis (Isolate)	293179	Ga0585614	Gp0684629	Gs0160198	Environmental	Aquatic	Oceanic	Marine	Sediment	4060.000000	6571831	6651	
2835864098	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deltaproteobacteria bacterium SCGC AC-312_N23 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835864098	Single Cell Analysis (screened)	219106	Ga0394638	Gp0124918	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	258028	285	
2835874961	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deferribacteres bacterium SCGC AC-337_K10v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835874961	Single Cell Analysis (screened)	219129	Ga0394592	Gp0139198	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	241219	218	
2835871575	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Gammaproteobacteria bacterium SCGC AC-337_C14v3 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835871575	Single Cell Analysis (screened)	219121	Ga0394666	Gp0157090	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	521770	598	
8000999589	Bacteria	Permanent Draft	Prochlorococcus HLII clade isolated from western Pacific Ocean and the South China Sea	Prochlorococcus marinus XMU1419	China University of Geosciences, Beijing	8000999589	Genome Analysis (Isolate)	294691	Ga0594509	Gp0703176	Gs0161301	Environmental	Aquatic	Oceanic	Marine	Unclassified	300.000000	1642829	1943	
8001148384	Bacteria	Finished	Candidatus Vesicomyosocius sp. SY067_SCS001 genome sequencing	Candidatus Vesicomyosocius sp. SY067_SCS001	Hong Kong Baptist University	8001148384	Genome Analysis (Isolate)	294728	Ga0593011	Gp0702468	Gs0161175	Environmental	Aquatic	Cold seeps	Marine	Unclassified	1361.000000	1032764	1022	
2835878479	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Alphaproteobacteria bacterium SCGC AC-337_P14 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835878479	Single Cell Analysis (screened)	219137	Ga0394641	Gp0124913	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	3000.000000	201441	230	
8001001537	Bacteria	Permanent Draft	Prochlorococcus HLII clade isolated from western Pacific Ocean and the South China Sea	Prochlorococcus marinus CUG1417	China University of Geosciences, Beijing	8001001537	Genome Analysis (Isolate)	294692	Ga0594510	Gp0703177	Gs0161301	Environmental	Aquatic	Oceanic	Marine	Unclassified	300.000000	1652921	1970	
2835851532	Bacteria	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Deltaproteobacteria bacterium SCGC AC-312_G19 - v2 (contamination screened) decontaminated (version 2)	DOE Joint Genome Institute  (JGI)	2835851532	Single Cell Analysis (screened)	219082	Ga0394534	Gp0124922	Gs0019084	Environmental	Aquatic	Unclassified	Marine	Unclassified	1000.000000	202009	216	
